Date,Close,Change,Change (%),Open,High,Low,Volume
May 08 2017,1755.36,32.01,1.86%,1723.89,1833.49,1716.3,"665,345.00"
May 09 2017,1787.13,31.77,1.81%,1756.52,1788.44,1719.1,"512,398.00"
May 10 2017,1848.57,61.44,3.44%,1780.37,1873.93,1755.35,"432,491.00"
May 11 2017,1724.24,-124.33,-6.73%,1845.76,1856.15,1694.01,"429,745.00"
May 12 2017,1804.91,80.67,4.68%,1723.12,1812.99,1651.08,"321,143.00"
May 13 2017,1808.91,4.0,0.22%,1800.86,1831.42,1776.62,"241,690.00"
May 14 2017,1738.43,-70.48,-3.90%,1808.44,1812.8,1708.54,"420,798.00"
May 15 2017,1734.45,-3.98,-0.23%,1741.7,1785.94,1686.54,"552,938.00"
May 16 2017,1839.09,104.64,6.03%,1726.73,1864.05,1661.91,"578,943.00"
May 17 2017,1888.65,49.56,2.69%,1818.7,1904.48,1807.12,"473,523.00"
May 18 2017,1987.71,99.06,5.25%,1897.37,2004.52,1890.25,"582,222.00"
May 19 2017,2084.73,97.02,4.88%,1984.24,2084.73,1974.92,"461,132.00"
May 20 2017,2041.2,-43.53,-2.09%,2067.03,2119.08,2037.5,"562,345.00"
May 21 2017,2173.4,132.2,6.48%,2043.19,2303.9,2017.87,"893,632.00"
May 22 2017,2320.42,147.02,6.76%,2191.56,2320.82,2178.5,"594,181.00"
May 23 2017,2443.64,123.22,5.31%,2321.37,2523.72,2321.37,"706,069.00"
May 24 2017,2304.98,-138.66,-5.67%,2446.24,2763.71,2285.3,"1,044,130.00"
May 25 2017,2202.42,-102.56,-4.45%,2320.89,2573.79,2071.99,"800,701.00"
May 26 2017,2038.87,-163.55,-7.43%,2196.27,2260.2,1855.83,"834,030.00"
May 27 2017,2155.8,116.93,5.74%,2054.08,2267.34,2054.08,"532,118.00"
May 28 2017,2255.61,99.81,4.63%,2159.43,2307.05,2107.17,"440,956.00"
May 29 2017,2175.47,-80.14,-3.55%,2255.36,2301.96,2124.57,"663,750.00"
May 30 2017,2286.41,110.94,5.10%,2187.19,2311.08,2145.57,"675,657.00"
May 31 2017,2407.88,121.47,5.31%,2288.33,2448.39,2288.33,"686,570.00"
Jun 01 2017,2488.55,80.67,3.35%,2404.03,2488.55,2373.32,"529,235.00"
Jun 01 2017,2488.55,80.67,3.35%,2404.03,2488.55,2373.32,"529,235.00"
Jun 02 2017,2515.35,26.8,1.08%,2493.72,2581.91,2423.57,"602,281.00"
Jun 03 2017,2511.81,-3.54,-0.14%,2547.79,2585.89,2452.54,"539,499.00"
Jun 04 2017,2686.81,175.0,6.97%,2512.4,2686.81,2510.22,"509,641.00"
Jun 05 2017,2863.2,176.39,6.57%,2690.84,2999.91,2690.84,"729,816.00"
Jun 06 2017,2732.16,-131.04,-4.58%,2869.38,2869.38,2700.56,"555,498.00"
Jun 07 2017,2805.62,73.46,2.69%,2720.49,2815.3,2670.95,"456,644.00"
Jun 08 2017,2823.81,18.19,0.65%,2807.44,2901.71,2795.62,"477,705.00"
Jun 09 2017,2947.71,123.9,4.39%,2828.14,2950.99,2746.55,"684,901.00"
Jun 10 2017,2958.11,10.4,0.35%,2942.41,2996.6,2840.53,"592,405.00"
Jun 11 2017,2659.63,-298.48,-10.09%,2953.22,2997.26,2518.56,"966,123.00"
Jun 12 2017,2717.02,57.39,2.16%,2680.91,2789.04,2650.38,"655,571.00"
Jun 13 2017,2506.37,-210.65,-7.75%,2716.88,2786.83,2412.94,"676,899.00"
Jun 14 2017,2464.58,-41.79,-1.67%,2499.58,2534.71,2212.96,"822,152.00"
Jun 15 2017,2518.56,53.98,2.19%,2469.57,2539.92,2385.15,"474,552.00"
Jun 16 2017,2655.88,137.32,5.45%,2514.01,2685.19,2484.96,"577,778.00"
Jun 17 2017,2548.29,-107.59,-4.05%,2655.35,2662.1,2516.33,"462,529.00"
Jun 18 2017,2589.6,41.31,1.62%,2549.03,2662.85,2549.03,"558,711.00"
Jun 19 2017,2721.79,132.19,5.10%,2591.26,2763.45,2589.82,"681,239.00"
Jun 20 2017,2689.1,-32.69,-1.20%,2709.43,2772.01,2660.4,"604,878.00"
Jun 21 2017,2705.41,16.31,0.61%,2691.03,2723.74,2642.36,"405,831.00"
Jun 22 2017,2744.91,39.5,1.46%,2707.34,2765.17,2706.37,"350,218.00"
Jun 23 2017,2608.72,-136.19,-4.96%,2738.52,2757.94,2583.19,"376,717.00"
Jun 24 2017,2589.41,-19.31,-0.74%,2607.25,2682.26,2552.12,"448,403.00"
Jun 25 2017,2478.45,-110.96,-4.29%,2590.57,2615.25,2376.29,"671,096.00"
Jun 26 2017,2552.45,74.0,2.99%,2478.45,2552.45,2332.99,"583,670.00"
Jun 27 2017,2574.79,22.34,0.88%,2553.03,2603.98,2484.42,"459,792.00"
Jun 28 2017,2539.32,-35.47,-1.38%,2567.56,2588.83,2510.48,"374,107.00"
Jun 29 2017,2480.84,-58.48,-2.30%,2539.24,2559.25,2478.43,"346,766.00"
Jun 30 2017,2434.55,-46.29,-1.87%,2492.6,2515.27,2419.23,"320,352.00"
Jul 01 2017,2506.47,71.92,2.95%,2436.4,2514.28,2394.84,"320,668.00"
Jul 02 2017,2564.06,57.59,2.30%,2498.56,2595.0,2480.47,"376,009.00"
Jul 03 2017,2601.64,37.58,1.47%,2561.0,2631.59,2559.35,"378,805.00"
Jul 04 2017,2601.99,0.35,0.01%,2602.87,2622.65,2538.55,"361,863.00"
Jul 05 2017,2608.56,6.57,0.25%,2608.1,2616.72,2581.69,"292,098.00"
Jul 06 2017,2518.66,-89.9,-3.45%,2608.59,2916.14,2498.87,"364,246.00"
Jul 07 2017,2571.34,52.68,2.09%,2520.27,2571.34,2492.31,"285,193.00"
Jul 08 2017,2518.44,-52.9,-2.06%,2572.61,2635.49,2517.59,"209,596.00"
Jul 09 2017,2372.56,-145.88,-5.79%,2525.25,2537.16,2321.13,"468,354.00"
Jul 10 2017,2337.79,-34.77,-1.47%,2385.89,2413.47,2296.81,"568,810.00"
Jul 11 2017,2398.84,61.05,2.61%,2332.77,2423.71,2275.14,"465,812.00"
Jul 12 2017,2357.9,-40.94,-1.71%,2402.7,2425.22,2340.83,"354,455.00"
Jul 13 2017,2233.34,-124.56,-5.28%,2360.59,2363.25,2183.22,"395,149.00"
Jul 14 2017,1998.86,-234.48,-10.50%,2230.12,2231.14,1990.41,"497,087.00"
Jul 15 2017,1929.82,-69.04,-3.45%,1991.98,2058.77,1843.03,"612,943.00"
Jul 16 2017,2228.41,298.59,15.47%,1932.62,2230.49,1932.62,"539,290.00"
Jul 17 2017,2318.88,90.47,4.06%,2233.52,2387.61,2164.77,"652,232.00"
Jul 18 2017,2273.43,-45.45,-1.96%,2323.08,2397.17,2260.23,"547,674.00"
Jul 19 2017,2817.6,544.17,23.94%,2269.89,2900.7,2269.89,"798,289.00"
Jul 20 2017,2667.76,-149.84,-5.32%,2838.41,2838.41,2621.85,"558,314.00"
Jul 21 2017,2810.12,142.36,5.34%,2668.63,2862.42,2657.71,"418,889.00"
Jul 22 2017,2730.4,-79.72,-2.84%,2808.1,2832.18,2653.94,"392,924.00"
Jul 23 2017,2754.86,24.46,0.90%,2732.7,2777.26,2699.19,"314,525.00"
Jul 24 2017,2576.48,-178.38,-6.48%,2757.5,2768.08,2480.96,"566,699.00"
Jul 25 2017,2529.45,-47.03,-1.83%,2577.77,2610.76,2450.8,"370,595.00"
Jul 26 2017,2671.78,142.33,5.63%,2538.71,2693.32,2529.34,"295,347.00"
Jul 27 2017,2809.01,137.23,5.14%,2679.73,2897.45,2679.73,"491,311.00"
Jul 28 2017,2726.45,-82.56,-2.94%,2807.02,2808.76,2692.8,"294,795.00"
Jul 29 2017,2757.18,30.73,1.13%,2724.39,2758.53,2644.85,"256,038.00"
Jul 30 2017,2875.34,118.16,4.29%,2763.24,2889.62,2720.61,"299,295.00"
Jul 31 2017,2718.26,-157.08,-5.46%,2871.3,2921.35,2685.61,"487,322.00"
Jul 31 2017,2718.26,-157.08,-5.46%,2871.3,2921.35,2685.61,"487,322.00"
Aug 01 2017,2710.67,-7.59,-0.28%,2727.13,2762.53,2668.59,"403,940.00"
Aug 02 2017,2804.73,94.06,3.47%,2709.56,2813.31,2685.14,"286,942.00"
Aug 03 2017,2895.89,91.16,3.25%,2806.93,2899.33,2743.72,"346,049.00"
Aug 04 2017,3252.91,357.02,12.33%,2897.63,3290.01,2874.83,"598,141.00"
Aug 05 2017,3213.94,-38.97,-1.20%,3257.61,3293.29,3155.6,"343,824.00"
Aug 06 2017,3378.94,165.0,5.13%,3212.78,3397.68,3180.89,"438,681.00"
Aug 07 2017,3419.94,41.0,1.21%,3370.22,3484.85,3345.83,"512,511.00"
Aug 08 2017,3342.47,-77.47,-2.27%,3420.4,3422.76,3247.67,"439,483.00"
Aug 09 2017,3381.28,38.81,1.16%,3341.84,3453.45,3319.47,"448,087.00"
Aug 10 2017,3650.62,269.34,7.97%,3373.82,3679.72,3372.12,"553,656.00"
Aug 11 2017,3884.71,234.09,6.41%,3650.63,3949.92,3613.7,"571,365.00"
Aug 12 2017,4073.26,188.55,4.85%,3880.04,4208.39,3857.8,"775,567.00"
Aug 13 2017,4325.13,251.87,6.18%,4066.1,4325.13,3989.16,"569,483.00"
Aug 14 2017,4181.93,-143.2,-3.31%,4326.99,4455.97,3906.18,"779,078.00"
Aug 15 2017,4376.63,194.7,4.66%,4200.34,4381.23,3994.42,"519,130.00"
Aug 16 2017,4331.69,-44.94,-1.03%,4384.44,4484.7,4243.71,"589,460.00"
Aug 17 2017,4160.62,-171.07,-3.95%,4324.34,4370.13,4015.4,"707,036.00"
Aug 18 2017,4193.7,33.08,0.80%,4137.75,4243.26,3970.55,"709,592.00"
Aug 19 2017,4087.66,-106.04,-2.53%,4189.31,4196.29,4069.88,"516,131.00"
Aug 20 2017,4001.74,-85.92,-2.10%,4090.48,4109.14,3988.6,"699,918.00"
Aug 21 2017,4100.52,98.78,2.47%,3998.35,4128.76,3674.58,"917,990.00"
Aug 22 2017,4151.52,51.0,1.24%,4089.01,4255.78,4078.41,"570,831.00"
Aug 23 2017,4334.68,183.16,4.41%,4137.6,4376.39,4130.26,"470,103.00"
Aug 24 2017,4371.6,36.92,0.85%,4332.82,4455.7,4307.35,"395,271.00"
Aug 25 2017,4352.4,-19.2,-0.44%,4372.06,4379.28,4269.52,"347,304.00"
Aug 26 2017,4382.88,30.48,0.70%,4345.1,4416.59,4317.29,"350,787.00"
Aug 27 2017,4382.66,-0.22,-0.01%,4384.45,4403.93,4224.64,"447,064.00"
Aug 28 2017,4579.02,196.36,4.48%,4389.21,4625.68,4352.13,"542,928.00"
Aug 29 2017,4565.3,-13.72,-0.30%,4570.36,4626.52,4471.41,"424,473.00"
Aug 30 2017,4703.39,138.09,3.02%,4555.59,4736.05,4549.4,"413,516.00"
Aug 31 2017,4892.01,188.62,4.01%,4701.76,4892.01,4678.53,"531,290.00"
Sep 01 2017,4578.77,-313.24,-6.40%,4901.42,4975.04,4469.24,"594,513.00"
Sep 02 2017,4582.96,4.19,0.09%,4585.27,4714.08,4417.59,"421,821.00"
Sep 03 2017,4236.31,-346.65,-7.56%,4591.63,4591.63,4108.4,"705,172.00"
Sep 04 2017,4376.53,140.22,3.31%,4228.29,4427.84,3998.11,"616,463.00"
Sep 05 2017,4597.12,220.59,5.04%,4376.59,4617.25,4376.59,"472,491.00"
Sep 06 2017,4599.88,2.76,0.06%,4589.14,4655.04,4491.33,"401,014.00"
Sep 07 2017,4228.75,-371.13,-8.07%,4605.16,4661.0,4075.18,"638,697.00"
Sep 08 2017,4226.06,-2.69,-0.06%,4229.81,4308.82,4114.11,"328,019.00"
Sep 09 2017,4122.94,-103.12,-2.44%,4229.34,4245.44,3951.04,"407,255.00"
Sep 10 2017,4161.27,38.33,0.93%,4122.47,4261.67,4099.4,"374,243.00"
Sep 11 2017,4130.81,-30.46,-0.73%,4168.88,4344.65,4085.22,"451,371.00"
Sep 12 2017,3882.59,-248.22,-6.01%,4131.98,4131.98,3789.92,"571,631.00"
Sep 13 2017,3154.95,-727.64,-18.74%,3875.37,3920.6,3153.86,"860,967.00"
Sep 14 2017,3637.52,482.57,15.30%,3166.3,3733.45,2946.62,"1,140,356.00"
Sep 15 2017,3625.04,-12.48,-0.34%,3637.75,3808.84,3487.79,"501,622.00"
Sep 16 2017,3582.88,-42.16,-1.16%,3606.28,3664.81,3445.64,"345,853.00"
Sep 17 2017,4065.2,482.32,13.46%,3591.09,4079.23,3591.09,"478,010.00"
Sep 18 2017,3924.97,-140.23,-3.45%,4073.79,4094.07,3868.87,"398,469.00"
Sep 19 2017,3905.95,-19.02,-0.48%,3916.36,4031.39,3857.73,"310,764.00"
Sep 20 2017,3631.04,-274.91,-7.04%,3901.47,3916.42,3613.63,"388,726.00"
Sep 21 2017,3630.7,-0.34,-0.01%,3628.02,3758.27,3553.53,"329,090.00"
Sep 22 2017,3792.4,161.7,4.45%,3629.92,3819.21,3594.58,"244,729.00"
Sep 23 2017,3682.84,-109.56,-2.89%,3796.15,3796.15,3666.9,"208,538.00"
Sep 24 2017,3926.07,243.23,6.60%,3681.58,3950.25,3681.58,"350,021.00"
Sep 25 2017,3892.35,-33.72,-0.86%,3928.41,3969.89,3869.9,"268,151.00"
Sep 26 2017,4200.67,308.32,7.92%,3892.94,4210.05,3884.82,"401,574.00"
Sep 27 2017,4174.73,-25.94,-0.62%,4197.13,4279.31,4109.7,"410,163.00"
Sep 28 2017,4163.07,-11.66,-0.28%,4171.62,4214.63,4039.29,"328,375.00"
Sep 29 2017,4338.71,175.64,4.22%,4166.11,4358.43,4160.86,"278,297.00"
Sep 29 2017,4338.71,175.64,4.22%,4166.11,4358.43,4160.86,"278,297.00"
Sep 30 2017,4403.74,65.03,1.50%,4341.05,4403.74,4269.81,"274,359.00"
Oct 01 2017,4409.32,5.58,0.13%,4395.81,4470.23,4377.46,"324,705.00"
Oct 02 2017,4317.48,-91.84,-2.08%,4408.46,4432.47,4258.89,"298,326.00"
Oct 03 2017,4229.36,-88.12,-2.04%,4319.37,4352.31,4210.42,"264,051.00"
Oct 04 2017,4328.41,99.05,2.34%,4229.88,4362.64,4164.05,"268,405.00"
Oct 05 2017,4370.81,42.4,0.98%,4324.46,4413.27,4320.53,"244,792.00"
Oct 06 2017,4426.89,56.08,1.28%,4369.35,4443.88,4321.05,"204,867.00"
Oct 07 2017,4610.48,183.59,4.15%,4429.67,4624.14,4405.64,"284,974.00"
Oct 08 2017,4772.02,161.54,3.50%,4614.52,4878.71,4564.25,"412,559.00"
Oct 09 2017,4781.99,9.97,0.21%,4776.21,4922.17,4765.1,"333,990.00"
Oct 10 2017,4826.48,44.49,0.93%,4789.25,4873.73,4751.63,"253,244.00"
Oct 11 2017,5446.91,620.43,12.85%,4829.58,5446.91,4822.0,"512,512.00"
Oct 12 2017,5647.21,200.3,3.68%,5464.16,5840.3,5436.85,"640,224.00"
Oct 13 2017,5831.79,184.58,3.27%,5643.53,5837.7,5591.64,"286,195.00"
Oct 14 2017,5678.19,-153.6,-2.63%,5835.96,5852.48,5478.61,"348,005.00"
Oct 15 2017,5725.59,47.4,0.83%,5687.57,5776.23,5544.21,"350,718.00"
Oct 16 2017,5605.51,-120.08,-2.10%,5741.58,5800.35,5472.72,"324,960.00"
Oct 17 2017,5590.69,-14.82,-0.26%,5603.82,5603.82,5151.44,"429,154.00"
Oct 18 2017,5708.52,117.83,2.11%,5583.74,5744.35,5531.06,"311,909.00"
Oct 19 2017,6011.45,302.93,5.31%,5708.11,6060.11,5627.23,"391,657.00"
Oct 20 2017,6031.6,20.15,0.34%,5996.79,6194.88,5965.07,"365,922.00"
Oct 21 2017,6008.42,-23.18,-0.38%,6036.66,6076.26,5792.34,"338,629.00"
Oct 22 2017,5930.32,-78.1,-1.30%,6006.0,6075.59,5732.47,"405,010.00"
Oct 23 2017,5526.64,-403.68,-6.81%,5935.52,5935.52,5504.18,"495,002.00"
Oct 24 2017,5750.8,224.16,4.06%,5524.6,5754.33,5397.88,"342,037.00"
Oct 25 2017,5904.83,154.03,2.68%,5747.95,5976.8,5721.22,"322,624.00"
Oct 26 2017,5780.9,-123.93,-2.10%,5899.74,5988.39,5728.82,"295,824.00"
Oct 27 2017,5753.09,-27.81,-0.48%,5787.82,5876.72,5689.19,"244,028.00"
Oct 28 2017,6153.85,400.76,6.97%,5754.44,6255.71,5724.58,"464,593.00"
Oct 29 2017,6153.85,0.0,0.00%,6153.85,6153.85,6153.85,0.00
Oct 29 2017,6130.53,-23.32,-0.38%,6114.85,6214.99,6040.85,"289,069.00"
Oct 30 2017,6468.4,337.87,5.51%,6132.02,6470.43,6103.33,"357,334.00"
Oct 31 2017,6767.31,298.91,4.62%,6440.97,6767.31,6377.88,"424,144.00"
Nov 01 2017,7078.5,311.19,4.60%,6777.77,7367.33,6758.72,"657,451.00"
Nov 02 2017,7207.76,129.26,1.83%,7087.53,7461.29,7002.94,"467,532.00"
Nov 03 2017,7379.95,172.19,2.39%,7164.48,7492.86,7031.28,"336,560.00"
Nov 04 2017,7407.41,27.46,0.37%,7404.52,7617.48,7333.19,"321,355.00"
Nov 05 2017,7022.76,-384.65,-5.19%,7403.22,7445.77,7007.31,"443,116.00"
Nov 06 2017,7144.38,121.62,1.73%,7023.1,7253.32,7023.1,"325,618.00"
Nov 07 2017,7459.69,315.31,4.41%,7141.38,7776.42,7114.02,"616,942.00"
Nov 08 2017,7143.58,-316.11,-4.24%,7446.83,7446.83,7101.52,"451,629.00"
Nov 09 2017,6618.14,-525.44,-7.36%,7173.73,7312.0,6436.87,"786,965.00"
Nov 10 2017,6357.6,-260.54,-3.94%,6618.61,6873.15,6204.22,"772,096.00"
Nov 11 2017,5950.07,-407.53,-6.41%,6295.45,6625.05,5519.01,"1,505,419.00"
Nov 12 2017,6559.49,609.42,10.24%,5938.25,6811.19,5844.29,"954,837.00"
Nov 13 2017,6635.75,76.26,1.16%,6561.48,6764.98,6461.75,"481,800.00"
Nov 14 2017,7315.54,679.79,10.24%,6634.76,7342.25,6634.76,"574,240.00"
Nov 15 2017,7871.69,556.15,7.60%,7323.24,7967.38,7176.58,"650,916.00"
Nov 16 2017,7708.99,-162.7,-2.07%,7853.57,8004.59,7561.09,"603,408.00"
Nov 17 2017,7790.15,81.16,1.05%,7697.21,7884.99,7463.44,"470,747.00"
Nov 18 2017,8036.49,246.34,3.16%,7766.03,8101.91,7694.1,"391,877.00"
Nov 19 2017,8200.64,164.15,2.04%,8039.07,8336.86,7949.36,"425,387.00"
Nov 20 2017,8071.26,-129.38,-1.58%,8205.74,8348.66,7762.71,"529,980.00"
Nov 21 2017,8253.55,182.29,2.26%,8077.95,8302.26,8075.47,"440,238.00"
Nov 22 2017,8038.77,-214.78,-2.60%,8232.38,8267.4,8038.77,"525,600.00"
Nov 23 2017,8253.69,214.92,2.67%,8074.02,8374.16,7940.93,"612,890.00"
Nov 24 2017,8790.92,537.23,6.51%,8241.71,8790.92,8191.15,"493,925.00"
Nov 25 2017,9330.55,539.63,6.14%,8789.04,9522.93,8775.59,"586,844.00"
Nov 26 2017,9818.35,487.8,5.23%,9352.72,9818.35,9352.72,"575,791.00"
Nov 27 2017,10058.8,240.45,2.45%,9823.43,10125.7,9736.3,"631,170.00"
Nov 27 2017,10058.8,240.45,2.45%,9823.43,10125.7,9736.3,"631,170.00"
Nov 28 2017,9888.61,-170.19,-1.69%,10077.4,11517.4,9601.03,"1,169,911.00"
Nov 29 2017,10233.6,344.99,3.49%,9906.79,10801.0,9202.05,"812,098.00"
Nov 30 2017,10975.6,742.0,7.25%,10198.6,11046.7,9694.65,"618,018.00"
Dec 01 2017,11074.6,99.0,0.90%,10978.3,11320.2,10905.1,"463,989.00"
Dec 02 2017,11323.2,248.6,2.24%,11082.7,11858.7,10862.0,"583,607.00"
Dec 03 2017,11657.2,334.0,2.95%,11315.4,11657.2,11081.8,"526,062.00"
Dec 04 2017,11916.7,259.5,2.23%,11685.7,12032.0,11604.6,"578,621.00"
Dec 05 2017,14291.5,2374.8,19.93%,11923.4,14369.1,11923.4,"885,582.00"
Dec 06 2017,17899.7,3608.2,25.25%,14266.1,17899.7,14057.3,"1,002,849.00"
Dec 07 2017,16569.4,-1330.3,-7.43%,17802.9,18353.4,14336.9,"1,275,604.00"
Dec 08 2017,15178.2,-1391.2,-8.40%,16523.3,16783.0,13674.9,"916,531.00"
Dec 09 2017,15455.4,277.2,1.83%,15168.4,15850.6,13226.6,"869,165.00"
Dec 10 2017,16936.8,1481.4,9.58%,15427.4,17513.9,15404.8,"717,603.00"
Dec 11 2017,17415.4,478.6,2.83%,16919.8,17781.8,16571.6,"838,556.00"
Dec 12 2017,16408.2,-1007.2,-5.78%,17500.0,17653.1,16039.7,"790,878.00"
Dec 13 2017,16564.0,155.8,0.95%,16384.6,17085.8,16185.9,"831,767.00"
Dec 14 2017,17706.9,1142.9,6.90%,16601.3,18154.1,16601.3,"808,159.00"
Dec 15 2017,19497.4,1790.5,10.11%,17760.3,19716.7,17515.3,"653,451.00"
Dec 16 2017,19140.8,-356.6,-1.83%,19475.8,20089.0,18974.1,"695,613.00"
Dec 17 2017,19114.2,-26.6,-0.14%,19106.4,19371.0,18355.9,"776,359.00"
Dec 18 2017,17776.7,-1337.5,-7.00%,19118.3,19177.8,17275.4,"950,373.00"
Dec 19 2017,16624.6,-1152.1,-6.48%,17760.3,17934.7,16077.7,"1,332,344.00"
Dec 20 2017,15802.9,-821.7,-4.94%,16642.4,17567.7,15342.7,"1,045,162.00"
Dec 21 2017,13831.8,-1971.1,-12.47%,15898.0,15943.4,11833.0,"1,604,852.00"
Dec 22 2017,14699.2,867.4,6.27%,13948.7,15603.2,13828.8,"890,252.00"
Dec 23 2017,13925.8,-773.4,-5.26%,14608.2,14626.0,12747.7,"830,997.00"
Dec 24 2017,14026.6,100.8,0.72%,13995.9,14593.0,13448.9,"760,319.00"
Dec 25 2017,16099.8,2073.2,14.78%,14036.6,16461.2,14028.9,"835,681.00"
Dec 26 2017,15838.5,-261.3,-1.62%,16163.5,16930.9,15114.3,"788,433.00"
Dec 27 2017,14606.5,-1232.0,-7.78%,15864.1,15888.4,13937.3,"844,589.00"
Dec 28 2017,14656.2,49.7,0.34%,14695.8,15279.0,14307.0,"888,736.00"
Dec 29 2017,12952.2,-1704.0,-11.63%,14681.9,14681.9,12350.1,"1,115,841.00"
Dec 30 2017,14156.4,1204.2,9.30%,12897.7,14377.4,12755.6,"857,301.00"
Dec 31 2017,13657.2,-499.2,-3.53%,14112.2,14112.2,13154.7,"753,536.00"
Jan 01 2018,14982.1,1324.9,9.70%,13625.0,15444.6,13163.6,"1,124,448.00"
Jan 02 2018,15201.0,218.9,1.46%,14978.2,15572.8,14844.5,"1,109,920.00"
Jan 03 2018,15599.2,398.2,2.62%,15270.7,15739.7,14522.2,"1,396,430.00"
Jan 04 2018,17429.5,1830.3,11.73%,15477.2,17705.2,15202.8,"1,367,847.00"
Jan 05 2018,17527.0,97.5,0.56%,17462.1,17712.4,16764.6,"1,044,936.00"
Jan 06 2018,16477.6,-1049.4,-5.99%,17527.3,17579.6,16087.7,"962,882.00"
Jan 07 2018,15170.1,-1307.5,-7.94%,16476.2,16537.9,14208.2,"1,213,828.00"
Jan 08 2018,14595.4,-574.7,-3.79%,15123.7,15497.5,14424.0,"1,141,455.00"
Jan 09 2018,14973.3,377.9,2.59%,14588.5,14973.3,13691.2,"1,235,586.00"
Jan 10 2018,13405.8,-1567.5,-10.47%,14968.2,15018.8,13105.9,"1,233,354.00"
Jan 11 2018,13980.6,574.8,4.29%,13453.9,14229.9,13158.1,"863,031.00"
Jan 12 2018,14360.2,379.6,2.72%,13952.4,14659.5,13952.4,"888,817.00"
Jan 13 2018,13772.0,-588.2,-4.10%,14370.8,14511.8,13268.0,"804,828.00"
Jan 14 2018,13819.8,47.8,0.35%,13767.3,14445.5,13641.7,"922,647.00"
Jan 15 2018,11490.5,-2329.3,-16.85%,13836.1,13843.1,10194.9,"1,640,816.00"
Jan 16 2018,11188.6,-301.9,-2.63%,11431.1,11678.0,9402.29,"1,683,016.00"
Jan 17 2018,11474.9,286.3,2.56%,11198.8,12107.3,10942.5,"1,308,978.00"
Jan 18 2018,11607.4,132.5,1.15%,11429.8,11992.8,11172.1,"925,306.00"
Jan 19 2018,12899.2,1291.8,11.13%,11656.2,13103.0,11656.2,"914,917.00"
Jan 20 2018,11600.1,-1299.1,-10.07%,12889.2,12895.9,11288.2,"856,473.00"
Jan 21 2018,10931.4,-668.7,-5.76%,11633.1,11966.4,10240.2,"963,957.00"
Jan 22 2018,10868.4,-63.0,-0.58%,10944.5,11377.6,10129.7,"888,871.00"
Jan 23 2018,11359.4,491.0,4.52%,10903.4,11501.4,10639.8,"875,133.00"
Jan 24 2018,11259.4,-100.0,-0.88%,11421.7,11785.7,11057.4,"788,067.00"
Jan 25 2018,11171.4,-88.0,-0.78%,11256.0,11656.7,10470.3,"872,424.00"
Jan 26 2018,11440.7,269.3,2.41%,11174.9,11614.9,10989.2,"662,832.00"
Jan 26 2018,11440.7,269.3,2.41%,11174.9,11614.9,10989.2,"662,832.00"
Jan 27 2018,11786.3,345.6,3.02%,11475.3,12040.3,11475.3,"708,480.00"
Jan 28 2018,11296.4,-489.9,-4.16%,11755.5,11875.6,11179.2,"629,170.00"
Jan 29 2018,10106.3,-1190.1,-10.54%,11306.8,11307.2,10036.2,"854,700.00"
Jan 30 2018,10106.3,0.0,+0.00%,11306.8,11307.2,10036.2,0.00
Jan 31 2018,10256.0,149.7,1.48%,10170.0,10970.53,9760.0,"102,585.00"
Feb 01 2018,9210.0,-1046.0,-10.20%,10183.7,10336.0,8941.0,"190,844.00"
Feb 02 2018,8874.0,-336.0,-3.65%,9272.0,9277.86,7960.0,"250,211.00"
Feb 03 2018,9224.8,350.8,3.95%,8841.0,9499.0,8180.0,"135,118.00"
Feb 04 2018,8197.4,-1027.4,-11.14%,9189.0,9410.0,7809.0,"175,635.00"
Feb 05 2018,6964.1,-1233.3,-15.05%,8201.1,8380.0,6651.0,"331,863.00"
Feb 06 2018,7686.1,722.0,10.37%,6874.31,7880.0,6000.0,"416,768.00"
Feb 07 2018,7535.0,-151.1,-1.97%,7700.0,8488.9,7175.1,"234,067.00"
Feb 08 2018,8250.9,715.9,9.50%,7574.25,8648.9,7554.0,"154,507.00"
Feb 09 2018,8694.0,443.1,5.37%,8252.0,8750.0,7724.9,"121,583.00"
Feb 10 2018,8570.2,-123.8,-1.42%,8690.0,9074.9,8151.3,"120,062.00"
Feb 11 2018,8061.9,-508.3,-5.93%,8546.0,8555.1,7851.0,"108,783.00"
Feb 12 2018,8890.9,829.0,10.28%,8080.0,9000.0,8030.0,"137,566.00"
Feb 13 2018,8511.0,-379.9,-4.27%,8841.0,8952.9,8313.52,"115,082.00"
Feb 14 2018,9455.4,944.4,11.10%,8550.0,9489.0,8510.0,"136,317.00"
Feb 15 2018,10041.0,585.6,6.19%,9460.0,10176.0,9301.5,"165,673.00"
Feb 16 2018,10166.0,125.0,1.24%,10065.0,10271.0,9670.0,"120,401.00"
Feb 17 2018,11045.0,879.0,8.65%,10157.0,11084.0,10049.0,"135,261.00"
Feb 18 2018,10382.0,-663.0,-6.00%,10999.44,11250.0,10122.0,"188,770.00"
Feb 19 2018,11176.0,794.0,7.65%,10389.0,11250.0,10270.33,"125,418.00"
Feb 20 2018,11200.0,24.0,0.21%,11160.0,11788.0,11100.0,"140,019.00"
Feb 21 2018,10451.0,-749.0,-6.69%,11213.0,11239.0,10200.0,"197,813.00"
Feb 22 2018,9830.0,-621.0,-5.94%,10451.0,10933.44,9740.0,"214,986.00"
Feb 23 2018,10170.0,340.0,3.46%,9822.3,10395.0,9583.1,"169,140.00"
